ID_Frase,Frase_Original,N_Perturbacoes,Estabilidade_Jaccard,Top_Palavras,Explicacao_SLM
28,Exmos Senhores .Deveriam ter mais ATENÇÂO as vossas Vendas directas ou por Parceiros Comercias. A Venda Que querem que eu Avalie : 1º-Foi cancelada por não comprimento do tempo de Entrega.               2º-Deveriam ter mais cuidado com os Pedidos...,100,0.6,"[np.str_('não'), np.str_('ter'), np.str_('por'), np.str_('1º')]","Com base nos pesos calculados pelo LIME, podemos ver que o modelo está dando um peso negativo a algumas palavras importantes na frase. A palavra ""não"" tem um peso de -0.1250, o que sugere que a negação presente nessa frase está influenciando o sentimento de maneira negativa. Além disso, as palavras ""ter"" e ""por"" também têm pesos negativos, embora menores. A única palavra com peso positivo é ""1º"", mas seu impacto é muito pequeno. Portanto, esses pesos indicam que o modelo está interpretando a frase como levemente negativa, devido principalmente à presença da palavra ""não"" e à crítica sobre a falta de atenção às vendas."
28,Exmos Senhores .Deveriam ter mais ATENÇÂO as vossas Vendas directas ou por Parceiros Comercias. A Venda Que querem que eu Avalie : 1º-Foi cancelada por não comprimento do tempo de Entrega.               2º-Deveriam ter mais cuidado com os Pedidos...,200,0.6,"[np.str_('não'), np.str_('ter'), np.str_('por'), np.str_('Entrega')]","Com base nos pesos calculados pelo LIME, podemos ver que o modelo está dando um peso negativo a algumas palavras-chave na frase. A palavra ""não"" tem um peso de -0.1294, o que sugere que a negação presente nessa frase está contribuindo para um sentimento negativo. Além disso, as palavras ""ter"" e ""por"" também têm pesos negativos, embora menores. A única palavra com um peso positivo é ""Entrega"", com 0.0421, mas seu impacto é limitado. Portanto, esses pesos indicam que o modelo está interpretando a frase como tendo um sentimento negativo, provavelmente devido à menção ao cancelamento da venda devido ao não cumprimento do prazo de entrega e ao pedido para ter mais atenção e cuidado."
28,Exmos Senhores .Deveriam ter mais ATENÇÂO as vossas Vendas directas ou por Parceiros Comercias. A Venda Que querem que eu Avalie : 1º-Foi cancelada por não comprimento do tempo de Entrega.               2º-Deveriam ter mais cuidado com os Pedidos...,500,0.6,"[np.str_('não'), np.str_('ter'), np.str_('por'), np.str_('Venda')]","Com base nos pesos calculados pelo LIME, podemos ver que o modelo está dando peso negativo a algumas palavras-chave na frase. A palavra ""não"" tem um peso de -0.1345, o que sugere que a negação presente nessa frase está contribuindo para um sentimento negativo. Além disso, as palavras ""ter"" e ""por"" também têm pesos negativos, indicando que essas expressões estão contribuindo para um sentimento menos positivo. Portanto, o modelo está interpretando essa frase como tendendo mais para o sentimento negativo devido a essas palavras e suas conotações."
28,Exmos Senhores .Deveriam ter mais ATENÇÂO as vossas Vendas directas ou por Parceiros Comercias. A Venda Que querem que eu Avalie : 1º-Foi cancelada por não comprimento do tempo de Entrega.               2º-Deveriam ter mais cuidado com os Pedidos...,1000,0.6,"[np.str_('não'), np.str_('por'), np.str_('ter'), np.str_('Entrega')]","Com base nos pesos calculados pelo LIME, o modelo considera que a frase tem um sentimento negativo porque as palavras ""não"" e ""por"" têm pesos negativos significativos (-0.1408 e -0.0610, respectivamente), indicando que essas ideias são importantes para a negatividade da frase. Além disso, a palavra ""Entrega"" tem um peso positivo leve (0.0398), mas não é suficiente para contrabalançar os pesos negativos, mantendo a interpretação geral da frase como negativa."
29,O produto não chegou. O produto não chegou. O produto não chegou.,10,0.0,"[np.str_('não'), np.str_('chegou'), np.str_('O'), np.str_('produto')]","Com base nos pesos calculados pelo LIME, a frase ""O produto não chegou. O produto não chegou. O produto não chegou."" foi classificada de forma negativa porque a palavra ""não"" tem um peso muito baixo mas negativo (-0.2910), indicando que a falta do produto é vista como algo negativo. Embora as palavras ""chegou"" tenham um leve peso positivo (0.0319), as repetições de ""não"" dominam a classificação, fazendo com que o sentimento da frase seja overall negativo."
29,O produto não chegou. O produto não chegou. O produto não chegou.,50,1.0,"[np.str_('não'), np.str_('chegou'), np.str_('O'), np.str_('produto')]","Com base nos pesos calculados pelo LIME, o modelo considerou que a frase é negativa. Isso ocorre porque a palavra ""não"" tem um peso muito baixo, mas negativo (-0.5232), indicando que a falta do produto é vista como algo negativo. Embora a palavra ""chegou"" tenha um peso positivo (0.1017), as repetições de ""não chegou"" dominam a frase, puxando o sentimento para a classe negativa."
29,O produto não chegou. O produto não chegou. O produto não chegou.,100,1.0,"[np.str_('não'), np.str_('chegou'), np.str_('produto'), np.str_('O')]","Com base nos pesos calculados pelo LIME, o modelo considerou que a frase é negativa. Isso ocorre porque a palavra ""não"" tem um peso muito baixo, mas negativo (-0.5942), indicando que a falta do produto é vista como algo negativo. Embora a palavra ""chegou"" tenha um peso positivo (0.1274), a repetição da frase enfatiza a negatividade associada à ausência do produto, fazendo com que o sentimento overall seja classificado como negativo."
29,O produto não chegou. O produto não chegou. O produto não chegou.,200,1.0,"[np.str_('não'), np.str_('chegou'), np.str_('O'), np.str_('produto')]","Com base nos pesos calculados pelo LIME, o modelo considera que a frase é negativa. Isso ocorre porque a palavra ""não"" tem um peso muito baixo, -0.6505, que puxa a classificação para a categoria negativa. A palavra ""chegou"", que deveria ser positiva, tem um peso muito menor, 0.1343, e não é suficiente para contrabalançar o peso negativo da palavra ""não"". Portanto, a repetição de ""O produto não chegou"" várias vezes enfatiza a negatividade da frase."
29,O produto não chegou. O produto não chegou. O produto não chegou.,500,1.0,"[np.str_('não'), np.str_('chegou'), np.str_('produto'), np.str_('O')]","Com base nos pesos calculados pelo LIME, o modelo considerou que a frase é negativa porque a palavra ""não"" tem um peso muito baixo (-0.6882), indicando que ela contribui fortemente para o sentimento negativo. A palavra ""chegou"" tem um peso positivo (0.1220), mas não é suficiente para contrabalançar o efeito da palavra ""não"". As outras palavras têm pesos muito pequenos e não influenciam significativamente na classificação final. Portanto, a frase foi classificada como negativa devido à repetição da expressão negativa ""não chegou""."
29,O produto não chegou. O produto não chegou. O produto não chegou.,1000,1.0,"[np.str_('não'), np.str_('chegou'), np.str_('produto'), np.str_('O')]","Com base nos pesos calculados pelo LIME, o modelo considerou que a frase é negativa. Isso ocorre porque a palavra ""não"" tem um peso muito baixo, mas negativo (-0.6883), indicando que a falta do produto é vista como algo negativo. Embora a palavra ""chegou"" tenha um peso positivo (0.1255), a repetição da frase enfatiza a negatividade associada à ausência do produto, fazendo com que o sentimento overall seja classificado como negativo."
30,"Após instalação na minha geladeira, consigo fazer viagens internacionais e ainda tomar uma cerveja gelada, espetacular, minha gelosa agora vai de 0 á 100 em 3 segundos.",10,0.0,"[np.str_('Após'), np.str_('gelada'), np.str_('cerveja'), np.str_('internacionais')]","Com base nos pesos calculados pelo LIME, podemos ver que as palavras com pesos negativos, como ""Após"", ""gelada"", e ""cerveja"", têm um impacto ligeiramente negativo na classificação. No entanto, a palavra ""internacionais"" tem um peso positivo, indicando um aspecto positivo. A frase também contém expressões positivas como ""espetacular"" e a afirmação de que a geladeira agora funciona perfeitamente (""vai de 0 á 100 em 3 segundos""). Portanto, apesar dos pesos negativos, a frase é predominantemente positiva devido à sua entonação geral e ao peso positivo de ""internacionais""."
30,"Após instalação na minha geladeira, consigo fazer viagens internacionais e ainda tomar uma cerveja gelada, espetacular, minha gelosa agora vai de 0 á 100 em 3 segundos.",50,0.14285714285714285,"[np.str_('consigo'), np.str_('Após'), np.str_('agora'), np.str_('uma')]","Com base nos pesos calculados pelo LIME, podemos ver que as palavras ""consigo"", ""Após"", ""agora"" e ""uma"" têm influências negativas, embora pequenas, no sentimento da frase. Isso sugere que essas palavras, embora presentes, não contribuem positivamente para uma interpretação altamente positiva. No entanto, a frase ainda é predominantemente positiva devido a outras palavras não mencionadas aqui, como ""espetacular"", que não tem peso mencionado mas claramente tem um impacto positivo."
30,"Após instalação na minha geladeira, consigo fazer viagens internacionais e ainda tomar uma cerveja gelada, espetacular, minha gelosa agora vai de 0 á 100 em 3 segundos.",100,0.3333333333333333,"[np.str_('geladeira'), np.str_('consigo'), np.str_('Após'), np.str_('minha')]","Com base nos pesos atribuídos pelas palavras, o modelo entende que a frase é principalmente positiva. A palavra ""geladeira"" tem um peso positivo (0.0512), indicando que a geladeira é vista como algo positivo. Embora algumas palavras como ""consigo"" e ""Após"" tenham pesos levemente negativos, a palavra ""geladeira"" tem um peso mais forte e positivo, ajudando a dominar a classificação geral da frase como positiva."
30,"Após instalação na minha geladeira, consigo fazer viagens internacionais e ainda tomar uma cerveja gelada, espetacular, minha gelosa agora vai de 0 á 100 em 3 segundos.",200,0.6,"[np.str_('geladeira'), np.str_('consigo'), np.str_('Após'), np.str_('na')]","Com base nos pesos atribuídos pelas palavras, o modelo entende que a frase tem um sentimento positivo. Isso ocorre porque a palavra ""geladeira"" tem um peso positivo de 0.0565, indicando que ela contribui para um sentimento positivo. Embora algumas palavras como ""consigo"" e ""Após"" tenham pesos levemente negativos, eles são muito pequenos e não são suficientes para influenciar a classificação final. Portanto, a frase é vista como positiva devido à presença da palavra ""geladeira"" com um peso positivo significativo."
30,"Após instalação na minha geladeira, consigo fazer viagens internacionais e ainda tomar uma cerveja gelada, espetacular, minha gelosa agora vai de 0 á 100 em 3 segundos.",500,0.6,"[np.str_('consigo'), np.str_('geladeira'), np.str_('Após'), np.str_('agora')]","Com base nos pesos atribuídos pelas palavras, o modelo sugere que a frase tem um sentimento ligeiramente negativo. Isso ocorre porque as palavras ""consigo"" e ""agora"", que têm pesos negativos, têm um impacto maior na classificação do sentimento do que as palavras ""geladeira"" e ""Após"", que têm pesos positivos, mas menores. Portanto, a frase é vista como um pouco desapontadora ou insatisfatória, talvez devido a uma expectativa não atendida."
30,"Após instalação na minha geladeira, consigo fazer viagens internacionais e ainda tomar uma cerveja gelada, espetacular, minha gelosa agora vai de 0 á 100 em 3 segundos.",1000,1.0,"[np.str_('geladeira'), np.str_('consigo'), np.str_('Após'), np.str_('agora')]","Com base nos pesos calculados pelo LIME, a frase parece ter um sentimento positivo, embora não muito forte. Isso se deve principalmente à palavra ""geladeira"" com um peso positivo de 0.0591, indicando que a geladeira desempenhou um papel positivo na experiência. No entanto, as palavras ""consigo"", ""Após"", e ""agora"" têm pesos negativos levemente menores, sugerindo que esses termos contribuíram ligeiramente para um sentimento menos positivo. A combinação desses fatores resulta em uma classificação geral positiva, mas com uma influência moderada dos termos negativos."
31,deveria ter mais ofertas como essa em mais produtos utilizados nas residencias,10,0.0,"[np.str_('ter'), np.str_('ofertas'), np.str_('produtos'), np.str_('mais')]","Com base nos pesos calculados pelo LIME, podemos ver que as palavras ""ofertas"" e ""produtos"" têm pesos positivos levemente acima de zero, indicando que essas palavras contribuem positivamente para um sentimento positivo. No entanto, a palavra ""ter"" tem um peso negativo ligeiramente menor que zero, sugerindo um leve efeito negativo. Dado que as palavras positivas têm pesos ligeiramente maiores, o modelo decidiu que a frase tem um sentimento ligeiramente positivo, pois a pessoa expressa desejo por mais ofertas em produtos úteis para a casa."
